"id","code","name"
l10n_pe_table_06_170,A34,coulomb per square metre
l10n_pe_table_06_171,A35,coulomb per square millimetre
l10n_pe_table_06_172,A36,cubic centimetre per mole
l10n_pe_table_06_173,A37,cubic decimetre per mole
l10n_pe_table_06_174,A38,cubic metre per coulomb
l10n_pe_table_06_175,A39,cubic metre per kilogram
l10n_pe_table_06_176,A4,ampere per square centimetre
l10n_pe_table_06_177,A40,cubic metre per mole
l10n_pe_table_06_178,A41,ampere per square metre
l10n_pe_table_06_179,A42,curie per kilogram
l10n_pe_table_06_180,A43,deadweight tonnage
l10n_pe_table_06_181,A44,decalitre
l10n_pe_table_06_182,A45,decametre
l10n_pe_table_06_183,A47,decitex
l10n_pe_table_06_184,A48,degree Rankin
l10n_pe_table_06_185,A49,denier
l10n_pe_table_06_186,A5,ampere square metre
l10n_pe_table_06_187,A50,dyn second per cubic centimetre
l10n_pe_table_06_188,A51,dyne second per centimetre
l10n_pe_table_06_189,A52,dyne second per centimetre to the fifth
l10n_pe_table_06_190,A53,electronvolt
l10n_pe_table_06_191,A54,electronvolt  per metre
l10n_pe_table_06_192,A55,electronvolt square metre
l10n_pe_table_06_193,A56,electronvolt square metre per kilogram
l10n_pe_table_06_194,A57,erg
l10n_pe_table_06_195,A58,erg per centimetre
l10n_pe_table_06_196,A6,ampere per square metre kelvin squared
l10n_pe_table_06_197,A60,erg per cubic centimetre
l10n_pe_table_06_198,A61,erg per gram
l10n_pe_table_06_199,A62,erg per gram second
l10n_pe_table_06_200,A63,erg per second
l10n_pe_table_06_201,A64,erg per second square centimetre
l10n_pe_table_06_202,A65,erg per square centimetre second
l10n_pe_table_06_203,A66,erg square centimetre
l10n_pe_table_06_204,A67,erg square centimetre per gram
l10n_pe_table_06_205,A68,exajoule
l10n_pe_table_06_206,A69,farad per metre
l10n_pe_table_06_207,A7,ampere per square millimetre
l10n_pe_table_06_208,A70,femtojoule
l10n_pe_table_06_209,A71,femtometre
l10n_pe_table_06_210,A73,foot per second squared
l10n_pe_table_06_211,A74,foot pound-force per second
l10n_pe_table_06_212,A75,freight ton
l10n_pe_table_06_213,A76,gal
l10n_pe_table_06_214,A77,Gaussian CGS unit of displacement
l10n_pe_table_06_215,A78,Gaussian CGS unit of electic current
l10n_pe_table_06_216,A79,Gaussian CGS unit of electric charge
l10n_pe_table_06_217,A8,ampere second
l10n_pe_table_06_218,A80,Gaussian CGS unit of electric field strength
l10n_pe_table_06_219,A81,Gaussian CGS unit of electric polarization
l10n_pe_table_06_220,A82,Gaussian CGS unit of electric potential
l10n_pe_table_06_221,A83,Gaussian CGS unit of magnetization
l10n_pe_table_06_222,A84,gigacoulomb per cubic metre
l10n_pe_table_06_223,A85,gigaelectronvolt
l10n_pe_table_06_224,A86,gigahertz
l10n_pe_table_06_225,A87,gigaohm
l10n_pe_table_06_226,A88,gigaohm metre
l10n_pe_table_06_227,A89,gigapascal
l10n_pe_table_06_228,A9,rate
l10n_pe_table_06_229,A90,gigawatt
l10n_pe_table_06_230,A91,gon
l10n_pe_table_06_231,A93,gram per cubic metre
l10n_pe_table_06_232,A94,gram per mole
l10n_pe_table_06_233,A95,gray
l10n_pe_table_06_234,A96,gray per second
l10n_pe_table_06_235,A97,hectopascal
l10n_pe_table_06_236,A98,henry per metre
l10n_pe_table_06_237,AA,ball
l10n_pe_table_06_238,AB,bulk pack
l10n_pe_table_06_239,ACR,acre
l10n_pe_table_06_240,AD,byte
l10n_pe_table_06_241,AE,ampere per metre
l10n_pe_table_06_242,AH,additional minute
l10n_pe_table_06_243,AI,average minute per call
l10n_pe_table_06_244,AJ,cop
l10n_pe_table_06_245,AK,fathom
l10n_pe_table_06_246,AL,access line
l10n_pe_table_06_247,AM,ampoule
l10n_pe_table_06_248,AMH,ampere hour
l10n_pe_table_06_249,AMP,ampere
l10n_pe_table_06_250,ANN,year
l10n_pe_table_06_251,AP,aluminium pound only
l10n_pe_table_06_252,APZ,troy ounce or apothecaries' ounce
l10n_pe_table_06_253,AQ,anti-hemophilic factor (AHF) unit
l10n_pe_table_06_254,AR,suppository
l10n_pe_table_06_255,ARE,are
l10n_pe_table_06_256,AS,assortment
l10n_pe_table_06_257,ASM,alcoholic strength by mass
l10n_pe_table_06_258,ASU,alcoholic strength by volume
l10n_pe_table_06_259,ATM,standard atmosphere
l10n_pe_table_06_260,ATT,technical atmosphere
l10n_pe_table_06_261,AV,capsule
l10n_pe_table_06_262,AW,powder filled vial
l10n_pe_table_06_263,AY,assembly
l10n_pe_table_06_264,AZ,British thermal unit per pound
l10n_pe_table_06_265,B0,Btu per cubic foot
l10n_pe_table_06_266,B1,barrel (US) per day
l10n_pe_table_06_267,B11,joule per kilogram kelvin
l10n_pe_table_06_268,B12,joule per metre
l10n_pe_table_06_269,B13,joule per square metre
l10n_pe_table_06_270,B14,joule per metre to the fourth power
l10n_pe_table_06_271,B15,joule per mole
l10n_pe_table_06_272,B16,joule per mole kelvin
l10n_pe_table_06_273,B18,joule second
l10n_pe_table_06_274,B2,bunk
l10n_pe_table_06_275,B20,joule square metre per kilogram
l10n_pe_table_06_276,B21,kelvin per watt
l10n_pe_table_06_277,B22,kiloampere
l10n_pe_table_06_278,B23,kiloampere per square metre
l10n_pe_table_06_279,B24,kiloampere per metre
l10n_pe_table_06_280,B25,kilobecquerel per kilogram
l10n_pe_table_06_281,B26,kilocoulomb
l10n_pe_table_06_282,B27,kilocoulomb per cubic metre
l10n_pe_table_06_283,B28,kilocoulomb per square metre
l10n_pe_table_06_284,B29,kiloelectronvolt
l10n_pe_table_06_285,B3,batting pound
l10n_pe_table_06_286,B31,kilogram metre per second
l10n_pe_table_06_287,B32,kilogram metre squared
l10n_pe_table_06_288,B33,kilogram metre squared per second
l10n_pe_table_06_289,B34,kilogram per cubic decimetre
l10n_pe_table_06_290,B35,kilogram per litre
l10n_pe_table_06_291,B36,thermochemical calorie per gram
l10n_pe_table_06_292,B37,kilogram-force
l10n_pe_table_06_293,B38,kilogram-force metre
l10n_pe_table_06_294,B39,kilogram-force metre per second
l10n_pe_table_06_295,B4,barrel, imperial
l10n_pe_table_06_296,B40,kilogram-force per square metre
l10n_pe_table_06_297,B41,kilojoule per kelvin
l10n_pe_table_06_298,B42,kilojoule per kilogram
l10n_pe_table_06_299,B43,kilojoule per kilogram kelvin
l10n_pe_table_06_300,B44,kilojoule per mole
l10n_pe_table_06_301,B45,kilomole
l10n_pe_table_06_302,B46,kilomole per cubic metre
l10n_pe_table_06_303,B47,kilonewton
l10n_pe_table_06_304,B48,kilonewton metre
l10n_pe_table_06_305,B49,kiloohm
l10n_pe_table_06_306,B5,billet
l10n_pe_table_06_307,B50,kiloohm metre
l10n_pe_table_06_308,B51,kilopond
l10n_pe_table_06_309,B52,kilosecond
l10n_pe_table_06_310,B53,kilosiemens
l10n_pe_table_06_311,B54,kilosiemens per metre
l10n_pe_table_06_312,B55,kilovolt per metre
l10n_pe_table_06_313,B56,kiloweber per metre
l10n_pe_table_06_314,B57,light year
l10n_pe_table_06_315,B58,litre per mole
l10n_pe_table_06_316,B59,lumen hour
l10n_pe_table_06_317,B6,bun
l10n_pe_table_06_318,B60,lumen per square metre
l10n_pe_table_06_319,B61,lumen per watt
l10n_pe_table_06_320,B62,lumen second
l10n_pe_table_06_321,B63,lux hour
l10n_pe_table_06_322,B64,lux second
l10n_pe_table_06_323,B65,maxwell
l10n_pe_table_06_324,B66,megaampere per square metre
l10n_pe_table_06_325,B67,megabecquerel per kilogram
l10n_pe_table_06_326,B69,megacoulomb per cubic metre
l10n_pe_table_06_327,B7,cycle
l10n_pe_table_06_328,B70,megacoulomb per square metre
l10n_pe_table_06_329,B71,megaelectronvolt
l10n_pe_table_06_330,B72,megagram per cubic metre
l10n_pe_table_06_331,B73,meganewton
l10n_pe_table_06_332,B74,meganewton metre
l10n_pe_table_06_333,B75,megaohm
l10n_pe_table_06_334,B76,megaohm metre
l10n_pe_table_06_335,B77,megasiemens per metre
l10n_pe_table_06_336,B78,megavolt
l10n_pe_table_06_337,B79,megavolt per metre
l10n_pe_table_06_338,B8,joule per cubic metre
l10n_pe_table_06_339,B81,reciprocal metre squared reciprocal second
l10n_pe_table_06_340,B83,metre to the fourth power
l10n_pe_table_06_341,B84,microampere
l10n_pe_table_06_342,B85,microbar
l10n_pe_table_06_343,B86,microcoulomb
l10n_pe_table_06_344,B87,microcoulomb per cubic metre
l10n_pe_table_06_345,B88,microcoulomb per square metre
l10n_pe_table_06_346,B89,microfarad per metre
l10n_pe_table_06_347,B9,batt
l10n_pe_table_06_348,B90,microhenry
l10n_pe_table_06_349,B91,microhenry per metre
l10n_pe_table_06_350,B92,micronewton
l10n_pe_table_06_351,B93,micronewton metre
l10n_pe_table_06_352,B94,microohm
l10n_pe_table_06_353,B95,microohm metre
l10n_pe_table_06_354,B96,micropascal
l10n_pe_table_06_355,B97,microradian
l10n_pe_table_06_356,B98,microsecond
l10n_pe_table_06_357,B99,microsiemens
l10n_pe_table_06_358,BAR,bar
l10n_pe_table_06_359,BB,base box
l10n_pe_table_06_360,BD,board
l10n_pe_table_06_361,BE,bundle
l10n_pe_table_06_362,BFT,board foot
l10n_pe_table_06_363,BG,bag
l10n_pe_table_06_364,BH,brush
l10n_pe_table_06_365,BHP,brake horse power
l10n_pe_table_06_366,BIL,trillion (US)
l10n_pe_table_06_367,BJ,bucket
l10n_pe_table_06_368,BK,basket
l10n_pe_table_06_369,BL,bale
l10n_pe_table_06_370,BLD,dry barrel (US)
l10n_pe_table_06_371,BLL,barrel (US) (petroleum etc.)
l10n_pe_table_06_372,BO,bottle
l10n_pe_table_06_373,BP,hundred board feet
l10n_pe_table_06_374,BQL,becquerel
l10n_pe_table_06_375,BR,bar
l10n_pe_table_06_376,BT,bolt
l10n_pe_table_06_377,BTU,British thermal unit
l10n_pe_table_06_378,BUA,bushel  (US)
l10n_pe_table_06_379,BUI,bushel (UK)
l10n_pe_table_06_380,BW,base weight
l10n_pe_table_06_381,BX,box
l10n_pe_table_06_382,BZ,million BTUs
l10n_pe_table_06_383,C0,call
l10n_pe_table_06_384,C1,composite product pound (total weight)
l10n_pe_table_06_385,C10,millifarad
l10n_pe_table_06_386,C11,milligal
l10n_pe_table_06_387,C12,milligram per metre
l10n_pe_table_06_388,C13,milligray
l10n_pe_table_06_389,C14,millihenry
l10n_pe_table_06_390,C15,millijoule
l10n_pe_table_06_391,C16,millimetre per second
l10n_pe_table_06_392,C17,millimetre squared per second
l10n_pe_table_06_393,C18,millimole
l10n_pe_table_06_394,C19,mole per kilogram
l10n_pe_table_06_395,C2,carset
l10n_pe_table_06_396,C20,millinewton
l10n_pe_table_06_397,C22,millinewton per metre
l10n_pe_table_06_398,C23,milliohm metre
l10n_pe_table_06_399,C24,millipascal second
l10n_pe_table_06_400,C25,milliradian
l10n_pe_table_06_401,C26,millisecond
l10n_pe_table_06_402,C27,millisiemens
l10n_pe_table_06_403,C28,millisievert
l10n_pe_table_06_404,C29,millitesla
l10n_pe_table_06_405,C3,microvolt per metre
l10n_pe_table_06_406,C30,millivolt per metre
l10n_pe_table_06_407,C31,milliwatt
l10n_pe_table_06_408,C32,milliwatt per square metre
l10n_pe_table_06_409,C33,milliweber
l10n_pe_table_06_410,C34,mole
l10n_pe_table_06_411,C35,mole per cubic decimetre
l10n_pe_table_06_412,C36,mole per cubic metre
l10n_pe_table_06_413,C38,mole per litre
l10n_pe_table_06_414,C39,nanoampere
l10n_pe_table_06_415,C4,carload
l10n_pe_table_06_416,C40,nanocoulomb
l10n_pe_table_06_417,C41,nanofarad
l10n_pe_table_06_418,C42,nanofarad per metre
l10n_pe_table_06_419,C43,nanohenry
l10n_pe_table_06_420,C44,nanohenry per metre
l10n_pe_table_06_421,C45,nanometre
l10n_pe_table_06_422,C46,nanoohm metre
l10n_pe_table_06_423,C47,nanosecond
l10n_pe_table_06_424,C48,nanotesla
l10n_pe_table_06_425,C49,nanowatt
l10n_pe_table_06_426,C5,cost
l10n_pe_table_06_427,C50,neper
l10n_pe_table_06_428,C51,neper per second
l10n_pe_table_06_429,C52,picometre
l10n_pe_table_06_430,C53,newton metre second
l10n_pe_table_06_431,C54,newton metre squared  kilogram squared
l10n_pe_table_06_432,C55,newton per square metre
l10n_pe_table_06_433,C56,newton per square millimetre
l10n_pe_table_06_434,C57,newton second
l10n_pe_table_06_435,C58,newton second per metre
l10n_pe_table_06_436,C59,octave
l10n_pe_table_06_437,C6,cell
l10n_pe_table_06_438,C60,ohm centimetre
l10n_pe_table_06_439,C61,ohm metre
l10n_pe_table_06_440,C62,one
l10n_pe_table_06_441,C63,parsec
l10n_pe_table_06_442,C64,pascal per kelvin
l10n_pe_table_06_443,C65,pascal second
l10n_pe_table_06_444,C66,pascal second per cubic metre
l10n_pe_table_06_445,C67,pascal second per metre
l10n_pe_table_06_446,C68,petajoule
l10n_pe_table_06_447,C69,phon
l10n_pe_table_06_448,C7,centipoise
l10n_pe_table_06_449,C70,picoampere
l10n_pe_table_06_450,C71,picocoulomb
l10n_pe_table_06_451,C72,picofarad per metre
l10n_pe_table_06_452,C73,picohenry
l10n_pe_table_06_453,C75,picowatt
l10n_pe_table_06_454,C76,picowatt per square metre
l10n_pe_table_06_455,C77,pound gage
l10n_pe_table_06_456,C78,pound-force
l10n_pe_table_06_457,C8,millicoulomb per kilogram
l10n_pe_table_06_458,C80,rad
l10n_pe_table_06_459,C81,radian
l10n_pe_table_06_460,C82,radian meter squared per mole
l10n_pe_table_06_461,C83,radian metre squared per kilogram
l10n_pe_table_06_462,C84,radian per metre
l10n_pe_table_06_463,C85,reciprocal ångström
l10n_pe_table_06_464,C86,reciprocal cubic metre
l10n_pe_table_06_465,C87,reciprocal cubic metre per second
l10n_pe_table_06_466,C88,reciprocal electron volt per cubic metre
l10n_pe_table_06_467,C89,reciprocal henry
l10n_pe_table_06_468,C9,coil group
l10n_pe_table_06_469,C90,reciprocal joule per cubic metre
l10n_pe_table_06_470,C91,reciprocal kelvin or kelvin to the power minus one
l10n_pe_table_06_471,C92,reciprocal metre
l10n_pe_table_06_472,C93,reciprocal square metre
l10n_pe_table_06_473,C94,reciprocal minute
l10n_pe_table_06_474,C95,reciprocal mole
l10n_pe_table_06_475,C96,reciprocal pascal or pascal to the power minus one
l10n_pe_table_06_476,C97,reciprocal second
l10n_pe_table_06_477,C98,reciprocal second per cubic metre
l10n_pe_table_06_478,C99,reciprocal second per metre squared
l10n_pe_table_06_479,CA,can
l10n_pe_table_06_480,CCT,carrying capacity in metric ton
l10n_pe_table_06_481,CDL,candela
l10n_pe_table_06_482,CEL,degree Celsius
l10n_pe_table_06_483,CEN,hundred
l10n_pe_table_06_484,CG,card
l10n_pe_table_06_485,CGM,centigram
l10n_pe_table_06_486,CH,container
l10n_pe_table_06_487,CJ,cone
l10n_pe_table_06_488,CK,connector
l10n_pe_table_06_489,CKG,coulomb per kilogram
l10n_pe_table_06_490,CL,coil
l10n_pe_table_06_491,CLF,hundred leave
l10n_pe_table_06_492,CLT,centilitre
l10n_pe_table_06_493,CMK,square centimetre
l10n_pe_table_06_494,CMQ,cubic centimetre
l10n_pe_table_06_495,CMT,centimetre
l10n_pe_table_06_496,CNP,hundred pack
l10n_pe_table_06_497,CNT,cental (UK)
l10n_pe_table_06_498,CO,carboy
l10n_pe_table_06_499,COU,coulomb
l10n_pe_table_06_500,CQ,cartridge
l10n_pe_table_06_501,CR,crate
l10n_pe_table_06_502,CS,case
l10n_pe_table_06_503,CT,carton
l10n_pe_table_06_504,CTM,metric carat
l10n_pe_table_06_505,CU,cup
l10n_pe_table_06_506,CUR,curie
l10n_pe_table_06_507,CV,cover
l10n_pe_table_06_508,CWA,hundred pounds (cwt)/hundred weight (US)
l10n_pe_table_06_509,CWI,hundred weight (UK)
l10n_pe_table_06_510,CY,cylinder
l10n_pe_table_06_511,CZ,combo
l10n_pe_table_06_512,D1,reciprocal second per steradian
l10n_pe_table_06_513,D10,siemens per metre
l10n_pe_table_06_514,D12,siemens square metre per mole
l10n_pe_table_06_515,D13,sievert
l10n_pe_table_06_516,D14,thousand linear yard
l10n_pe_table_06_517,D15,sone
l10n_pe_table_06_518,D16,square centimetre per erg
l10n_pe_table_06_519,D17,square centimetre per steradian erg
l10n_pe_table_06_520,D18,metre kelvin
l10n_pe_table_06_521,D19,square metre kelvin per watt
l10n_pe_table_06_522,D2,reciprocal second per steradian metre squared
l10n_pe_table_06_523,D20,square metre per joule
l10n_pe_table_06_524,D21,square metre per kilogram
l10n_pe_table_06_525,D22,square metre per mole
l10n_pe_table_06_526,D23,pen gram (protein)
l10n_pe_table_06_527,D24,square metre per steradian
l10n_pe_table_06_528,D25,square metre per steradian joule
l10n_pe_table_06_529,D26,square metre per volt second
l10n_pe_table_06_530,D27,steradian
l10n_pe_table_06_531,D28,syphon
l10n_pe_table_06_532,D29,terahertz
l10n_pe_table_06_533,D30,terajoule
l10n_pe_table_06_534,D31,terawatt
l10n_pe_table_06_535,D32,terawatt hour
l10n_pe_table_06_536,D33,tesla
l10n_pe_table_06_537,D34,tex
l10n_pe_table_06_538,D35,thermochemical calorie
l10n_pe_table_06_539,D37,thermochemical calorie per gram kelvin
l10n_pe_table_06_540,D38,thermochemical calorie per second centimetre kelvin
l10n_pe_table_06_541,D39,thermochemical calorie per second square centimetre kelvin
l10n_pe_table_06_542,D40,thousand litre
l10n_pe_table_06_543,D41,tonne per cubic metre
l10n_pe_table_06_544,D42,tropical year
l10n_pe_table_06_545,D43,unified atomic mass unit
l10n_pe_table_06_546,D44,var
l10n_pe_table_06_547,D45,volt  squared per kelvin squared
l10n_pe_table_06_548,D46,volt - ampere
l10n_pe_table_06_549,D47,volt per centimetre
l10n_pe_table_06_550,D48,volt per kelvin
l10n_pe_table_06_551,D49,millivolt per kelvin
l10n_pe_table_06_552,D5,kilogram per square centimeter
l10n_pe_table_06_553,D50,volt per metre
l10n_pe_table_06_554,D51,volt per millimetre
l10n_pe_table_06_555,D52,watt per kelvin
l10n_pe_table_06_556,D53,watt per metre kelvin
l10n_pe_table_06_557,D54,watt per square metre
l10n_pe_table_06_558,D55,watt per square metre kelvin
l10n_pe_table_06_559,D56,watt per square metre kelvin to the fourth power
l10n_pe_table_06_560,D57,watt per steradian
l10n_pe_table_06_561,D58,watt per steradian square metre
l10n_pe_table_06_562,D59,weber per metre
l10n_pe_table_06_563,D6,röntgen per second
l10n_pe_table_06_564,D60,weber per millimetre
l10n_pe_table_06_565,D61,minute
l10n_pe_table_06_566,D62,second
l10n_pe_table_06_567,D63,book
l10n_pe_table_06_568,D64,block
l10n_pe_table_06_569,D65,round
l10n_pe_table_06_570,D66,cassette
l10n_pe_table_06_571,D67,dollar per hour
l10n_pe_table_06_572,D69,inch to the fourth power
l10n_pe_table_06_573,D7,sandwich
l10n_pe_table_06_574,D70,International Table (IT) calorie
l10n_pe_table_06_575,D71,International Table (IT) calorie per second centimetre kelvin
l10n_pe_table_06_576,D72,International Table (IT) calorie per second square centimetre kelvin
l10n_pe_table_06_577,D73,joule square metre
l10n_pe_table_06_578,D74,kilogram per mole
l10n_pe_table_06_579,D75,International Table (IT) calorie per gram
l10n_pe_table_06_580,D76,International Table (IT) calorie per gram kelvin
l10n_pe_table_06_581,D77,megacoulomb
l10n_pe_table_06_582,D79,beam
l10n_pe_table_06_583,D8,draize score
l10n_pe_table_06_584,D80,microwatt
l10n_pe_table_06_585,D81,microtesla
l10n_pe_table_06_586,D82,microvolt
l10n_pe_table_06_587,D83,millinewton metre
l10n_pe_table_06_588,D85,microwatt per square metre
l10n_pe_table_06_589,D86,millicoulomb
l10n_pe_table_06_590,D87,millimole per kilogram
l10n_pe_table_06_591,D88,millicoulomb per cubic metre
l10n_pe_table_06_592,D89,millicoulomb per square metre
l10n_pe_table_06_593,D9,dyne per square centimeter
l10n_pe_table_06_594,D90,cubic metre (net)
l10n_pe_table_06_595,D91,rem
l10n_pe_table_06_596,D92,band
